chang_date,code,in_out
2020/12/14,600170,takein
2020/12/14,600131,takein
2020/12/14,600089,takein
2020/12/14,600038,takein
2020/12/14,300699,takein
2020/12/14,300463,takein
2020/12/14,300223,takein
2020/12/14,300146,takein
2020/12/14,2985,takein
2020/12/14,2966,takein
2020/12/14,2791,takein
2020/12/14,2705,takein
2020/12/14,2683,takein
2020/12/14,2568,takein
2020/12/14,2468,takein
2020/12/14,25,dropout
2020/12/14,712,dropout
2020/12/14,785,dropout
2020/12/14,800,dropout
2020/12/14,848,dropout
2020/12/14,987,dropout
2020/12/14,2118,dropout
2020/12/14,2127,dropout
2020/12/14,2285,dropout
2020/12/14,2407,dropout
2020/12/14,2414,dropout
2020/12/14,2439,dropout
2020/12/14,2491,dropout
2020/12/14,2665,dropout
2020/12/14,2821,dropout
2020/12/14,300197,dropout
2020/12/14,300251,dropout
2020/12/14,300253,dropout
2020/12/14,300558,dropout
2020/12/14,600017,dropout
2020/12/14,600058,dropout
2020/12/14,600125,dropout
2020/12/14,600138,dropout
2020/12/14,600161,dropout
2020/12/14,600298,dropout
2020/12/14,600335,dropout
2020/12/14,600428,dropout
2020/12/14,600478,dropout
2020/12/14,600521,dropout
2020/12/14,600557,dropout
2020/12/14,600565,dropout
2020/12/14,600694,dropout
2020/12/14,600751,dropout
2020/12/14,600757,dropout
2020/12/14,600770,dropout
2020/12/14,600777,dropout
2020/12/14,600845,dropout
2020/12/14,600874,dropout
2020/12/14,600996,dropout
2020/12/14,601019,dropout
2020/12/14,601678,dropout
2020/12/14,601811,dropout
2020/12/14,603025,dropout
2020/12/14,603233,dropout
2020/12/14,603517,dropout
2020/12/14,603556,dropout
2020/12/14,603659,dropout
2020/12/14,603707,dropout
2020/12/14,603766,dropout
2020/12/14,603939,dropout
2021/3/15,600764,takein
2021/3/15,600956,takein
2021/3/15,600515,dropout
2021/3/15,564,dropout
2021/6/15,600988,takein
2021/6/15,600998,takein
2021/6/15,601117,takein
2021/6/15,601187,takein
2021/6/15,2544,dropout
2021/6/15,2503,dropout
2021/6/15,2217,dropout
2021/6/15,2093,dropout
2021/6/15,2064,dropout
2021/6/15,2051,dropout
2021/6/15,600,dropout
2021/6/15,300595,dropout
2021/6/15,300496,dropout
2021/6/15,300459,dropout
2021/6/15,300324,dropout
2021/6/15,300274,dropout
2021/6/15,300134,dropout
2021/6/15,300012,dropout
2021/6/15,2957,dropout
2021/6/15,2941,dropout
2021/6/15,601198,takein
2021/6/15,601568,takein
2021/6/15,601577,takein
2021/6/15,601636,takein
2021/6/15,601991,takein
2021/6/15,603156,takein
2021/6/15,603707,takein
2021/6/15,605358,takein
2021/6/15,688208,takein
2021/6/15,671,takein
2021/6/15,543,dropout
2021/6/15,301,dropout
2021/6/15,600869,dropout
2021/6/15,8,dropout
2021/6/15,603882,dropout
2021/6/15,603816,dropout
2021/6/15,603806,dropout
2021/6/15,603345,dropout
2021/6/15,603338,dropout
2021/6/15,603328,dropout
2021/6/15,601966,dropout
2021/6/15,601865,dropout
2021/6/15,601799,dropout
2021/6/15,600143,dropout
2021/6/15,600132,dropout
2021/6/15,600079,dropout
2021/6/15,2920,dropout
2021/6/15,2807,dropout
2021/6/15,2791,dropout
2021/6/15,2640,dropout
2021/6/15,2589,dropout
2021/6/15,2568,dropout
2021/6/15,600073,dropout
2021/6/15,600053,dropout
2021/6/15,600637,takein
2021/6/15,600663,takein
2021/6/15,600732,takein
2021/6/15,600803,takein
2021/6/15,300741,takein
2021/6/15,600027,takein
2021/6/15,600066,takein
2021/6/15,600068,takein
2021/6/15,600095,takein
2021/6/15,600177,takein
2021/6/15,600208,takein
2021/6/15,600271,takein
2021/6/15,600369,takein
2021/6/15,600377,takein
2021/6/15,600390,takein
2021/6/15,600487,takein
2021/6/15,600498,takein
2021/6/15,600536,takein
2021/6/15,600748,dropout
2021/6/15,600675,dropout
2021/6/15,600664,dropout
2021/6/15,600575,dropout
2021/6/15,600545,dropout
2021/6/15,600426,dropout
2021/6/15,600338,dropout
2021/6/15,600291,dropout
2021/6/15,723,takein
2021/6/15,799,takein
2021/6/15,961,takein
2021/6/15,2065,takein
2021/6/15,2127,takein
2021/6/15,2146,takein
2021/6/15,600277,dropout
2021/6/15,600273,dropout
2021/6/15,2180,takein
2021/6/15,2422,takein
2021/6/15,2439,takein
2021/6/15,2532,takein
2021/6/15,2958,takein
2021/6/15,3022,takein
2021/6/15,3035,takein
2021/6/15,300037,takein
2021/6/15,300251,takein
2021/6/15,300253,takein
2021/6/15,300308,takein
2021/6/15,300383,takein
2021/8/26,600068,dropout
2021/9/10,600297,takein
2021/9/10,600260,dropout
2021/10/13,601868,takein
2021/12/13,688065,takein
2021/12/13,688188,takein
2021/12/13,688289,takein
2021/12/13,688521,takein
2021/12/13,688536,takein
2021/12/13,656,takein
2021/12/13,728,takein
2021/12/13,733,takein
2021/12/13,987,takein
2021/12/13,1203,takein
2021/12/13,1965,takein
2021/12/13,2153,takein
2021/12/13,2384,takein
2021/12/13,2409,takein
2021/12/13,2430,takein
2021/12/13,2508,takein
2021/12/13,2673,takein
2021/12/13,2739,takein
2021/12/13,2939,takein
2021/12/13,2945,takein
2021/12/13,300136,takein
2021/12/13,300363,takein
2021/12/13,300724,takein
2021/12/13,300751,takein
2021/12/13,300763,takein
2021/12/13,300869,takein
2021/12/13,600118,takein
2021/12/13,600157,takein
2021/12/13,600233,takein
2021/12/13,603256,dropout
2021/12/13,601868,dropout
2021/12/13,601801,dropout
2021/12/13,601512,dropout
2021/12/13,601233,dropout
2021/12/13,601127,dropout
2021/12/13,601099,dropout
2021/12/13,601068,dropout
2021/12/13,600881,dropout
2021/12/13,600804,dropout
2021/12/13,600779,dropout
2021/12/13,600645,dropout
2021/12/13,600640,dropout
2021/12/13,600633,dropout
2021/12/13,600460,dropout
2021/12/13,600410,dropout
2021/12/13,600388,dropout
2021/12/13,600312,dropout
2021/12/13,600219,dropout
2021/12/13,600094,dropout
2021/12/13,600089,dropout
2021/12/13,300316,dropout
2021/12/13,300207,dropout
2021/12/13,300180,dropout
2021/12/13,300113,dropout
2021/12/13,300010,dropout
2021/12/13,300002,dropout
2021/12/13,2839,dropout
2021/12/13,2818,dropout
2021/12/13,2709,dropout
2021/12/13,2648,dropout
2021/12/13,2635,dropout
2021/12/13,2625,dropout
2021/12/13,2583,dropout
2021/12/13,2419,dropout
2021/12/13,2317,dropout
2021/12/13,2074,dropout
2021/12/13,826,dropout
2021/12/13,813,dropout
2021/12/13,799,dropout
2021/12/13,732,dropout
2021/12/13,681,dropout
2021/12/13,501,dropout
2021/12/13,78,dropout
2021/12/13,61,dropout
2021/12/13,603888,dropout
2021/12/13,603737,dropout
2021/12/13,603486,dropout
2021/12/13,603377,dropout
2021/12/13,603260,dropout
2021/12/13,600236,takein
2021/12/13,600298,takein
2021/12/13,600299,takein
2021/12/13,600399,takein
2021/12/13,600482,takein
2021/12/13,600521,takein
2021/12/13,600522,takein
2021/12/13,600705,takein
2021/12/13,600906,takein
2021/12/13,601077,takein
2021/12/13,601156,takein
2021/12/13,601555,takein
2021/12/13,601665,takein
2021/12/13,601872,takein
2021/12/13,603127,takein
2021/12/13,603218,takein
2021/12/13,603267,takein
2021/12/13,603456,takein
2021/12/13,603613,takein
2021/12/13,688005,takein
2021/12/13,688006,takein
2022/6/13,783,takein
2022/6/13,785,takein
2022/6/13,831,takein
2022/6/13,1227,takein
2022/6/13,2240,takein
2022/6/13,2326,takein
2022/6/13,2407,takein
2022/6/13,2497,takein
2022/6/13,2624,takein
2022/6/13,2625,takein
2022/6/13,2756,takein
2022/6/13,300012,takein
2022/6/13,300073,takein
2022/6/13,300144,takein
2022/6/13,300390,takein
2022/6/13,300558,takein
2022/6/13,300676,takein
2022/6/13,300677,takein
2022/6/13,300769,takein
2022/6/13,300832,takein
2022/6/13,300888,takein
2022/6/13,600079,takein
2022/6/13,600096,takein
2022/6/13,600109,takein
2022/6/13,600143,takein
2022/6/13,600499,takein
2022/6/13,600848,takein
2022/6/13,600927,takein
2022/6/13,601058,takein
2022/6/13,601108,takein
2022/6/13,601162,takein
2022/6/13,601607,takein
2022/6/13,601696,takein
2022/6/13,601990,takein
2022/6/13,603026,takein
2022/6/13,603233,takein
2022/6/13,603345,takein
2022/6/13,603517,takein
2022/6/13,603658,takein
2022/6/13,603939,takein
2022/6/13,605117,takein
2022/6/13,688009,takein
2022/6/13,688122,takein
2022/6/13,688180,takein
2022/6/13,688185,takein
2022/6/13,688256,takein
2022/6/13,688390,takein
2022/6/13,688777,takein
2022/6/13,688819,takein
2022/6/13,689009,takein
2022/6/13,46,dropout
2022/6/13,90,dropout
2022/6/13,723,dropout
2022/6/13,733,dropout
2022/6/13,758,dropout
2022/6/13,877,dropout
2022/6/13,2013,dropout
2022/6/13,2038,dropout
2022/6/13,2075,dropout
2022/6/13,2080,dropout
2022/6/13,2085,dropout
2022/6/13,2302,dropout
2022/6/13,2340,dropout
2022/6/13,2375,dropout
2022/6/13,2424,dropout
2022/6/13,2440,dropout
2022/6/13,2458,dropout
2022/6/13,3022,dropout
2022/6/13,300133,dropout
2022/6/13,300223,dropout
2022/6/13,300271,dropout
2022/6/13,300315,dropout
2022/6/13,300751,dropout
2022/6/13,300763,dropout
2022/6/13,600158,dropout
2022/6/13,600188,dropout
2022/6/13,600266,dropout
2022/6/13,600466,dropout
2022/6/13,600639,dropout
2022/6/13,600643,dropout
2022/6/13,600649,dropout
2022/6/13,600657,dropout
2022/6/13,600729,dropout
2022/6/13,600733,dropout
2022/6/13,600754,dropout
2022/6/13,600776,dropout
2022/6/13,600803,dropout
2022/6/13,600884,dropout
2022/6/13,600903,dropout
2022/6/13,600908,dropout
2022/6/13,601117,dropout
2022/6/13,601689,dropout
2022/6/13,601975,dropout
2022/6/13,603290,dropout
2022/6/13,603708,dropout
2022/6/13,603893,dropout
2022/6/13,605358,dropout
2022/6/13,688005,dropout
2022/6/13,688065,dropout
2022/6/13,688536,dropout
2022/12/12,155,takein
2022/12/12,591,takein
2022/12/12,683,takein
2022/12/12,703,takein
2022/12/12,2025,takein
2022/12/12,2080,takein
2022/12/12,2192,takein
2022/12/12,2340,takein
2022/12/12,2531,takein
2022/12/12,2568,takein
2022/12/12,2738,takein
2022/12/12,2850,takein
2022/12/12,300003,takein
2022/12/12,300373,takein
2022/12/12,300568,takein
2022/12/12,300604,takein
2022/12/12,300682,takein
2022/12/12,300776,takein
2022/12/12,300850,takein
2022/12/12,300861,takein
2022/12/12,300866,takein
2022/12/12,301029,takein
2022/12/12,600032,takein
2022/12/12,600161,takein
2022/12/12,600352,takein
2022/12/12,600378,takein
2022/12/12,600489,takein
2022/12/12,600655,takein
2022/12/12,600873,takein
2022/12/12,601158,takein
2022/12/12,601231,takein
2022/12/12,601233,takein
2022/12/12,601666,takein
2022/12/12,603160,takein
2022/12/12,603596,takein
2022/12/12,603606,takein
2022/12/12,603688,takein
2022/12/12,603737,takein
2022/12/12,603816,takein
2022/12/12,603893,takein
2022/12/12,605358,takein
2022/12/12,688063,takein
2022/12/12,688116,takein
2022/12/12,688301,takein
2022/12/12,688385,takein
2022/12/12,688538,takein
2022/12/12,688567,takein
2022/12/12,688690,takein
2022/12/12,688772,takein
2022/12/12,688779,takein
2022/12/12,28,dropout
2022/12/12,158,dropout
2022/12/12,488,dropout
2022/12/12,528,dropout
2022/12/12,671,dropout
2022/12/12,685,dropout
2022/12/12,686,dropout
2022/12/12,690,dropout
2022/12/12,717,dropout
2022/12/12,718,dropout
2022/12/12,983,dropout
2022/12/12,1965,dropout
2022/12/12,2004,dropout
2022/12/12,2174,dropout
2022/12/12,2180,dropout
2022/12/12,2233,dropout
2022/12/12,2240,dropout
2022/12/12,2382,dropout
2022/12/12,2387,dropout
2022/12/12,2390,dropout
2022/12/12,2756,dropout
2022/12/12,2815,dropout
2022/12/12,2946,dropout
2022/12/12,300166,dropout
2022/12/12,300769,dropout
2022/12/12,600037,dropout
2022/12/12,600039,dropout
2022/12/12,600120,dropout
2022/12/12,600233,dropout
2022/12/12,600236,dropout
2022/12/12,600256,dropout
2022/12/12,600446,dropout
2022/12/12,600522,dropout
2022/12/12,600572,dropout
2022/12/12,600717,dropout
2022/12/12,600732,dropout
2022/12/12,600811,dropout
2022/12/12,600823,dropout
2022/12/12,600835,dropout
2022/12/12,600875,dropout
2022/12/12,601003,dropout
2022/12/12,601200,dropout
2022/12/12,601615,dropout
2022/12/12,601860,dropout
2022/12/12,603198,dropout
2022/12/12,603515,dropout
2022/12/12,603983,dropout
2022/12/12,605117,dropout
2022/12/12,688180,dropout
2022/12/12,688321,dropout
